Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
163.16,165.03,159.45,160.01,9883700,8.12921105448492,180.11092210897,147.59407789103,162.37,161.93,159.11,145.59,163.21,159.532,157.318,163.8525,165.0438,199.97445,159.575743543339,159.575743543339,159.575743543339,159.575743543339,159.575743543339,-2.82710466996076,-2.41417976280603,7.20309010733781,19.2267338668984,1333.33333333333,-2.2780017100281,46.7891907703264,-52.0126782884311,47.9873217115689,0.0282044837377793,-23325532.0000001,-187889137,16,0,75,12,0,0,0,0,0,0,0,2009,3,25.21,25.64,25.58,22.97,24.3789999999999,24.8285,25.9422,753.89,756.55,676.53,7216.97,7223.98,6547.05,167.84
160.25,167.84,159.7,167.84,9415500,7.98796296738785,179.645425934776,147.693574065224,160.01,162.37,161.93,154.24,163.16,162.252,157.812,163.6695,165.1842,199.3477,162.330495695559,162.330495695559,162.330495695559,162.330495695559,162.330495695559,-2.02852611788413,-2.33704903382165,7.27001224252797,17.9351384694696,1333.33333333333,3.03253529772867,53.7216969858463,-27.1949286846275,72.8050713153725,0.0246514380556192,73723365.0000001,-34460730,17,1,76,12,0,0,0,0,0,0,0,2009,3,26.17,25.21,25.64,24.38,24.6209999999999,24.8335,25.9118,778.12,753.89,719.6,7395.7,7216.97,6926.49,166.72
167.57,170.17,164.19,166.72,10014300,7.41996730025008,178.0089346005,148.3290653995,167.84,160.01,162.37,159.11,160.25,163.774,158.522,163.169,165.2348,198.74235,163.79366379704,163.79366379704,163.79366379704,163.79366379704,163.79366379704,-1.46908678371713,-2.16345658380075,7.17786851091883,17.0007950170879,1333.33333333333,4.44806415236186,52.6647543655205,-19.6986402058067,80.3013597941933,0.0250392351186656,-11216016,-100243143,18,2,77,12,0,0,0,0,0,0,0,2009,3,26.5,26.17,25.21,24.76,24.8329999999999,24.854,25.8882,794.35,778.12,721.36,7486.58,7395.7,6930.4,165.14
166.01,168.17,163.85,165.14,8214100,7.17705428137707,177.205608562754,148.497391437246,166.72,167.84,160.01,161.93,167.57,164.416,159.739,162.8515,165.1936,198.1484,164.24244253136,164.24244253136,164.24244253136,164.24244253136,164.24244253136,-1.14007776938442,-1.95878082091748,6.9737350458532,16.064030473083,1333.33333333333,7.9558083284304,51.1362922768447,-20.9746588693958,79.0253411306042,0.0257858482261766,-12978278.0000001,-52159535.0000002,19,3,78,12,0,0,0,0,0,0,0,2009,3,26.48,26.5,26.17,25.58,25.116,24.8935,25.8588,784.04,794.35,750.74,7400.8,7486.58,7170.06,165.25
165.32,166.66,163.33,165.25,9466300,6.76621981066636,175.976439621333,148.911560378667,165.14,166.72,167.84,162.37,166.01,164.992,160.82,162.444,165.2752,197.54265,164.578295020906,164.578295020906,164.578295020906,164.578295020906,164.578295020906,-0.860539906082295,-1.73913263795045,6.71346825686368,15.083009875659,1333.33333333333,6.999481999482,51.2423878633708,-19.4466403162055,80.5533596837945,0.0258314787065685,1041293.00000013,-77150345.0000001,20,4,79,12,0,0,0,0,0,0,0,2009,3,26.08,26.48,26.5,25.64,25.3769999999999,24.9095,25.8372,768.54,784.04,756.55,7278.38,7400.8,7223.98,174.47
166.95,174.9,166.68,174.47,8534400,7.26413458821681,177.435769176434,148.379230823566,165.25,165.14,166.72,160.01,165.32,167.884,163.708,162.9075,165.5094,196.9478,167.875530013938,167.875530013938,167.875530013938,167.875530013938,167.875530013938,0.103776538454497,-1.37055080266946,6.92322052423056,15.5924972474745,1333.33333333333,19.8365272340133,59.2324234714182,-1.43190143190145,98.5680985680986,0.031817592681716,78687168,79113888.0000001,23,0,82,13,0,0,0,0,0,0,0,2009,3,27.62,26.08,26.48,25.21,25.8419999999999,25.0475,25.8408,822.92,768.54,753.89,7775.86,7278.38,7216.97,173.76
173.42,177.1,172.17,173.76,7632300,7.32865714345091,177.607814286902,148.293185713098,174.47,165.25,165.14,167.84,166.95,169.068,165.66,162.9505,165.8308,196.3977,169.837020009292,169.837020009292,169.837020009292,169.837020009292,169.837020009292,0.801474305103483,-0.936145781114869,6.78084762964267,16.3728642006402,1333.33333333333,12.655601659751,58.4382495962736,-10.3630158237667,89.6369841762333,0.0273937234752899,-5418933.00000006,6563777.99999989,24,1,83,13,0,0,0,0,0,0,0,2009,3,27.11,27.62,26.08,26.17,26.1149999999999,25.119,25.8464,806.12,822.92,778.12,7659.97,7775.86,7395.7,172.21
175.38,175.85,168.29,172.21,8663900,7.40378798851545,177.819075977031,148.203924022969,173.76,174.47,165.25,166.72,173.42,170.166,166.97,163.0115,166.145,195.8627,170.628013339528,170.628013339528,170.628013339528,170.628013339528,170.628013339528,1.21532327549684,-0.505851969792527,6.83650137038248,16.2384809065782,1333.33333333333,8.23329771855948,56.6524495889296,-15.172199813838,84.827800186162,0.0276960093664322,-13429044.9999999,10569958,25,2,84,13,0,0,0,0,0,0,0,2009,3,27.23,27.11,27.62,26.5,26.362,25.205,25.8642,813.88,806.12,794.35,7749.81,7659.97,7486.58,176.82
176.74,179.76,174.42,176.82,11994500,7.93356193647837,179.281623872957,147.547376127043,172.21,173.76,174.47,165.14,175.38,172.502,168.459,163.4145,166.535,195.36,172.692008893019,172.692008893019,172.692008893019,172.692008893019,172.692008893019,1.8934633716683,-0.0259889015003606,6.8874655582123,16.6848437473235,1333.33333333333,9.19533131600073,60.5170056656349,-8.42648323301805,91.5735167669819,0.0271083593504703,55294644.9999998,96675670,26,3,85,13,0,0,0,0,0,0,0,2009,3,28.07,27.23,27.11,26.48,26.611,25.369,25.8986,832.86,813.88,784.04,7924.56,7749.81,7400.8,174.02
175.18,176.18,172.91,174.02,6638900,8.18911850213708,180.035737004274,147.279262995726,176.82,172.21,173.76,165.25,176.74,174.256,169.624,163.6575,167.0026,194.86575,173.134672595346,173.134672595346,173.134672595346,173.134672595346,173.134672595346,2.17982996129928,0.415174871059567,6.67478944691142,16.7717976439574,1333.33333333333,7.17497074582743,57.1824381766877,-17.666974453678,82.333025546322,0.0299955479738612,-18588919.9999999,32265054.0000001,27,4,86,13,0,0,0,0,0,0,0,2009,3,27.54,28.07,27.23,26.08,26.801,25.518,25.9386,815.94,832.86,768.54,7776.18,7924.56,7278.38,171.52
171.45,172.08,168.19,171.52,6182000,8.3758966684134,180.798293336827,147.294706663173,174.02,176.82,172.21,174.47,175.18,173.666,170.775,164.0465,167.4402,194.3396,172.596448396897,172.596448396897,172.596448396897,172.596448396897,172.596448396897,2.17991968296116,0.768123833439885,6.61444734356061,15.9100433296422,1333.33333333333,7.19330041872384,54.3052355835315,-30.8037383177569,69.1962616822431,0.0174352846831706,-15455000,48095960,30,0,89,14,0,0,0,0,0,0,0,2009,3,26.86,27.54,28.07,27.62,26.966,25.6725,25.9566,787.53,815.94,822.92,7522.02,7776.18,7775.86,174.2
174.64,176.93,173.26,174.2,7303200,8.67043328911488,181.95236657823,147.27063342177,171.52,174.02,176.82,173.76,171.45,173.754,171.411,164.6115,167.9246,193.7804,173.130965597931,173.130965597931,173.130965597931,173.130965597931,173.130965597931,2.36893676195027,1.08828641914196,6.52841539044913,15.8599045481128,1333.33333333333,3.78932316491896,56.8138380870336,-24.4073748902546,75.5926251097454,0.0193347390957414,19572575.9999998,82526159.9999999,31,1,90,14,1,0,1,0,0,0,0,2009,3,27.1,26.86,27.54,27.11,27.059,25.84,25.9736,797.87,787.53,806.12,7608.92,7522.02,7659.97,177.22
172.06,177.8,170.48,177.22,6595700,9.02313708721507,183.53777417443,147.44522582557,174.2,171.52,174.02,172.21,174.64,174.756,172.461,165.4915,168.6386,193.23305,174.493977065288,174.493977065288,174.493977065288,174.493977065288,174.493977065288,2.7309423165776,1.41681759862909,6.5849571482742,15.289231148822,1333.33333333333,6.29798464491363,59.5113043817429,-12.5061546036435,87.4938453963565,0.0196471994271518,19919014.0000001,116084320,1,2,91,14,0,1,0,1,0,0,0,2009,4,27.5,27.1,26.86,27.23,27.159,25.996,26.0246,811.08,797.87,813.88,7761.6,7608.92,7749.81,181.43
181.84,185.07,180.34,181.43,8967000,9.18715434723614,185.288808694472,148.540191305528,177.22,174.2,171.52,176.82,172.06,175.678,174.09,166.9145,169.2334,192.7151,176.805984710192,176.805984710192,176.805984710192,176.805984710192,176.805984710192,3.31928350819075,1.79731078054142,6.6753173519689,15.7601675817895,1333.33333333333,9.86435751483591,62.9824945232882,-14.207650273224,85.792349726776,0.018878266716536,37751070.0000001,255200820,2,3,92,14,0,0,0,0,0,0,0,2009,4,28.38,27.5,27.1,28.07,27.349,26.2325,26.072,834.38,811.08,832.86,7978.08,7761.6,7924.56,185.08
182.43,186.05,179.18,185.08,7572000,9.54519458873325,187.536889177467,149.356110822534,181.43,177.22,174.2,174.02,181.84,177.89,176.073,168.4465,169.867,192.23315,179.563989806795,179.563989806795,179.563989806795,179.563989806795,179.563989806795,4.0335760827231,2.24456384097776,6.68922325539969,15.975741012408,1333.33333333333,12,65.7259943312013,-3.68121442125236,96.3187855787476,0.0153270416123742,27637800,232006080,3,4,93,14,0,0,0,0,0,0,0,2009,4,28.91,28.38,27.5,27.54,27.632,26.5045,26.137,842.5,834.38,815.94,8017.59,7978.08,7776.18,184.3
183.68,185.1,180.88,184.3,6554000,8.53813340872608,187.458266817452,153.305733182548,185.08,181.43,177.22,171.52,182.43,180.446,177.056,170.382,170.3028,191.75275,181.142659871196,181.142659871196,181.142659871196,181.142659871196,181.142659871196,4.48501811595813,2.69265469597383,6.51285016572828,16.1759163408395,1333.33333333333,5.63420645383161,64.623753772576,-7.7024647887324,92.2975352112676,0.0109175008149586,-5112120.00000001,253705340,6,0,96,15,0,0,0,0,0,0,0,2009,4,28.84,28.91,28.38,26.86,27.754,26.798,26.198,835.48,842.5,787.53,7975.85,8017.59,7522.02,179.5
181.48,182.06,177.83,179.5,7352800,7.86653504944536,187.378070098891,155.911929901109,184.3,185.08,181.43,174.2,183.68,181.506,177.63,171.645,170.6508,191.2828,180.595106580798,180.595106580798,180.595106580798,180.595106580798,180.595106580798,4.40469471617408,3.03506270001388,6.50978943960484,15.7503752527125,1333.33333333333,3.30340699815838,58.1598642550436,-28.8292253521127,71.1707746478873,0.0210600370933733,-35293440.0000001,185731728,7,1,97,15,0,0,0,0,0,0,0,2009,4,28.08,28.84,28.91,27.1,27.851,26.983,26.2402,815.55,835.48,797.87,7789.56,7975.85,7608.92,181.18
181.93,182.68,178.28,181.18,5524800,7.55750186725921,187.863503734518,157.633496265482,179.5,184.3,185.08,177.22,181.48,182.298,178.527,172.7485,170.9562,190.8243,180.790071053865,180.790071053865,180.790071053865,180.790071053865,180.790071053865,4.42558442043247,3.3131670440976,6.35909019391878,15.4548318721531,1333.33333333333,5.20875675047907,59.679975118915,-21.4348591549296,78.5651408450704,0.0202927354768074,9281664.00000004,121932336,8,2,98,15,0,0,0,0,0,0,0,2009,4,28.55,28.08,28.84,27.5,27.983,27.1725,26.288,825.16,815.55,811.08,7837.11,7789.56,7761.6,186.44
184.93,187.36,183.31,186.44,6758400,7.69682463575902,189.367649271518,158.580350728482,181.18,179.5,184.3,181.43,181.93,183.3,179.489,173.974,171.1948,190.3994,182.673380702577,182.673380702577,182.673380702577,182.673380702577,182.673380702577,4.81111812695477,3.61275726066903,6.34629803721029,15.8881357279703,1333.33333333333,5.44056102250877,64.0802213125698,-4.44874274661516,95.5512572533848,0.0216312345958024,35549183.9999999,165648384,9,3,99,15,0,0,0,0,0,0,0,2009,4,29.44,28.55,28.08,28.38,28.12,27.3655,26.3352,856.56,825.16,834.38,8083.38,7837.11,7978.08,189.24
185.85,189.74,185.34,189.24,6094000,7.90695621455504,191.13141242911,159.50358757089,186.44,181.18,179.5,185.08,184.93,184.132,181.011,175.3175,171.543,189.9667,184.862253801718,184.862253801718,184.862253801718,184.862253801718,184.862253801718,5.28170871608813,3.94654755175285,6.20727674883813,16.6147352085758,1333.33333333333,8.74612113550167,66.1951336849436,-2.32018561484919,97.6798143851508,0.0208858962845709,17063200.0000001,163745780,13,0,103,16,0,0,0,0,0,0,0,2009,4,29.39,29.44,28.55,28.91,28.305,27.553,26.3952,858.73,856.56,842.5,8057.81,8083.38,8017.59,184.64
188.66,188.68,182.98,184.64,6850300,7.29143975385892,191.131879507718,161.966120492282,189.24,186.44,181.18,184.3,185.85,184.2,182.323,176.549,171.8472,189.56655,184.788169201145,184.788169201145,184.788169201145,184.788169201145,184.788169201145,5.22326306693523,4.20189065478933,6.21104269534969,16.7656046925934,1333.33333333333,7.64925373134327,59.9501216703161,-23.6658932714618,76.3341067285382,0.0246135592239423,-31511380.0000002,168722889,14,1,104,16,0,0,0,0,0,0,0,2009,4,29.04,29.39,29.44,28.84,28.523,27.7445,26.4574,841.5,858.73,835.48,7920.18,8057.81,7975.85,189.94
183.73,190.72,182.26,189.94,9851500,7.57137434509933,192.796748690199,162.511251309801,184.64,189.24,186.44,179.5,188.66,186.288,183.897,177.654,172.2368,189.19475,186.505446134097,186.505446134097,186.505446134097,186.505446134097,186.505446134097,5.54073997353129,4.46966051853772,6.37168250282471,17.2039311606643,1333.33333333333,9.03559127439725,64.1470783627573,-3.46205059920107,96.5379494007989,0.0218088273257258,52212950.0000001,217718150,15,2,105,16,0,0,0,0,0,0,0,2009,4,28.96,29.04,29.39,28.08,28.709,27.884,26.5118,852.06,841.5,815.55,8029.62,7920.18,7789.56,194.56
190.94,196.65,190.7,194.56,20349800,8.00228809383833,195.050576187677,163.041423812323,189.94,184.64,189.24,181.18,183.73,188.964,185.631,179.046,172.72,188.8502,189.190297422731,189.190297422731,189.190297422731,189.190297422731,189.190297422731,6.09488011432836,4.79470443769585,6.39584803833724,18.3738966900696,1333.33333333333,9.78444870782079,67.3582095498934,-7.3436401967674,92.6563598032326,0.0224485006300433,94016076.0000001,566538432,16,3,106,16,0,0,0,0,0,0,0,2009,4,29.71,28.96,29.04,28.55,28.9299999999999,28.0445,26.573,865.3,852.06,825.16,8125.43,8029.62,7837.11,196.32
193.2,200.11,192.6,196.32,21440100,8.18567522855101,196.976350457102,164.233649542898,194.56,189.94,184.64,186.44,190.94,190.94,187.12,180.605,173.213,188.49365,191.566864948487,191.566864948487,191.566864948487,191.566864948487,191.566864948487,6.59997703245341,5.15575895664736,6.47543032131315,19.8402063795852,1333.33333333333,8.20702199195281,68.5150973135786,-11.87343358396,88.12656641604,0.0209558141423736,37734575.9999998,668502318,17,4,107,16,0,0,0,0,0,0,0,2009,4,29.77,29.71,28.96,29.44,29.0689999999999,28.209,26.6346,869.6,865.3,856.56,8131.33,8125.43,8083.38,189.84
193.27,195.52,188.13,189.84,8848900,7.58244542902593,196.999390858052,166.669609141948,196.32,194.56,189.94,189.24,193.2,191.06,187.596,181.8345,173.469,188.12395,190.991243298992,190.991243298992,190.991243298992,190.991243298992,190.991243298992,6.40357174571429,5.40532151446075,6.5978995840765,20.2071619043151,1333.33333333333,2.57186081694402,60.073115155717,-34.6608167397908,65.3391832602092,0.0281657269105052,-57340871.9999999,217594451,20,0,110,17,0,0,0,0,0,0,0,2009,4,28.81,29.77,29.71,29.39,29.0589999999999,28.3455,26.6652,832.39,869.6,858.73,7841.73,8131.33,8057.81,190.93
188.27,192.34,188.24,190.93,7383400,7.63413999223217,197.925779984464,167.389220015536,189.84,196.32,194.56,184.64,193.27,192.318,188.259,182.6575,173.571,187.73475,190.970828865994,190.970828865994,190.970828865994,190.970828865994,190.970828865994,6.26366935016981,5.57699108160256,6.41947818521389,20.5479063201358,1333.33333333333,3.5973955507325,60.9448268928707,-30.982112723591,69.0178872764091,0.024379999130167,8047906.00000003,121530764,21,1,111,17,0,0,0,0,0,0,0,2009,4,29.22,28.81,29.77,29.04,29.0969999999999,28.4255,26.6898,850.08,832.39,841.5,7969.56,7841.73,7920.18,192.12
191.07,195.2,189.69,192.12,6996500,7.61176615164409,198.799032303288,168.351967696712,190.93,189.84,196.32,189.94,188.27,192.754,189.521,183.5755,173.622,187.3342,191.353885910663,191.353885910663,191.353885910663,191.353885910663,191.353885910663,6.17760713884383,5.69711429305081,6.35451545769861,21.2353382024912,1333.33333333333,7.03064066852368,61.9222528294255,-35.8617594254938,64.1382405745062,0.0212386517696237,8325834.99999998,128455740,22,2,112,17,0,0,0,0,0,0,0,2009,4,29.3,29.22,28.81,28.96,29.219,28.535,26.7136,843.55,850.08,852.06,7886.57,7969.56,8029.62,192.54
193.95,195.07,190.75,192.54,5212700,7.36764948591578,199.327298971832,169.856701028169,192.12,190.93,189.84,194.56,191.07,192.35,190.657,184.592,173.8842,186.9092,191.749257273775,191.749257273775,191.749257273775,191.749257273775,191.749257273775,6.07328367254752,5.77234816895015,6.20919292500585,21.8736678075356,1333.33333333333,6.27000772712219,62.2810523645826,-33.9766606822263,66.0233393177737,0.0175263800060927,2189333.99999993,105974191,23,3,113,17,0,0,0,0,0,0,0,2009,4,29.59,29.3,29.22,29.71,29.323,28.653,26.764,851.92,843.55,865.3,7957.06,7886.57,8125.43,194.94
193.22,196.79,190.44,194.94,6764000,7.47495227937238,200.447904558745,170.548095441255,192.54,192.12,190.93,196.32,193.95,192.074,191.507,185.498,174.199,186.52865,192.812838182517,192.812838182517,192.812838182517,192.812838182517,192.812838182517,6.11379054456549,5.84063664407322,6.21925057321972,22.6961723717362,1333.33333333333,4.55910748766359,64.3483674882745,-23.2046678635548,76.7953321364452,0.0181197758869904,16233600,122563680,24,4,114,17,0,0,0,0,0,0,0,2009,4,30.11,29.59,29.3,29.77,29.39,28.755,26.8272,866.23,851.92,869.6,8076.29,7957.06,8131.33,193.17
192.36,194.94,191.57,193.17,4576600,7.1465939439671,200.748687887934,172.162312112066,194.94,192.54,192.12,189.84,193.22,192.74,191.9,186.4555,174.4282,186.1417,192.931892121678,192.931892121678,192.931892121678,192.931892121678,192.931892121678,5.93465728994067,5.85944077324671,6.0157326751326,23.4599266099224,1333.33333333333,2.07672796448953,61.6640974622958,-31.1490125673251,68.8509874326749,0.00795043695126053,-8100582.00000005,87641889.9999999,27,0,117,18,0,0,0,0,0,0,0,2009,4,30.14,30.11,29.59,28.81,29.465,28.885,26.8844,857.51,866.23,832.39,8025,8076.29,7841.73,192.05
192.07,194.72,190.96,192.05,5881300,6.31438424717725,200.110768494355,174.853231505646,193.17,194.94,192.54,190.93,192.36,192.964,192.641,187.482,174.6888,185.7661,192.637928081119,192.637928081119,192.637928081119,192.637928081119,192.637928081119,5.63733457147461,5.81501953289229,5.85460891262312,23.9919524816583,1333.33333333333,4.01321490467939,59.9596745067121,-36.921667430142,63.078332569858,0.00877273558470812,-6587055.99999986,120743089,28,1,118,18,0,0,0,0,0,0,0,2009,4,29.92,30.14,30.11,29.22,29.5529999999999,29.038,26.9398,855.16,857.51,850.08,8016.95,8025,7969.56,195.93
193.18,197.68,193.11,195.93,7212700,5.75328306730857,200.075066134617,177.061933865383,192.05,193.17,194.94,192.12,192.07,193.726,193.24,188.5685,175.1774,185.4404,193.735285387412,193.735285387412,193.735285387412,193.735285387412,193.735285387412,5.64966196217529,5.78194801874889,5.83856541886433,24.9230741566972,1333.33333333333,3.15362746130357,63.7026602911832,-23.4173669467787,76.5826330532213,0.012293947961924,27985276,156731971,29,2,119,18,0,0,0,0,0,0,0,2009,4,30.33,29.92,30.14,29.3,29.6899999999999,29.1995,27.025,873.64,855.16,843.55,8185.73,8016.95,7886.57,198.18
198.08,202.08,197.6,198.18,8702600,5.47977840024008,200.57605680048,178.65694319952,195.93,192.05,193.17,192.54,193.18,194.854,193.602,189.6165,175.6064,185.1398,195.216856924942,195.216856924942,195.216856924942,195.216856924942,195.216856924942,5.77442374164531,5.78044316332818,5.86081074608831,26.3462399052076,1333.33333333333,1.86060855263158,65.7047782866574,-19.6770938446014,80.3229061553986,0.0126498904615581,19580850,182406496,30,3,120,18,1,0,0,0,0,0,0,2009,4,30.64,30.33,29.92,29.59,29.7829999999999,29.3565,27.116,872.81,873.64,851.92,8168.12,8185.73,7957.06,197.04
197.71,198.99,195.97,197.04,4850500,5.3628224108649,201.12264482173,179.67135517827,198.18,195.93,192.05,194.94,198.08,195.274,193.674,190.397,176.1174,184.78465,195.824571283294,195.824571283294,195.824571283294,195.824571283294,195.824571283294,5.71542600485807,5.76743973163416,5.65789569279628,27.1793850173565,1333.33333333333,0.366748166259168,63.7850455977346,-25.4288597376388,74.5711402623612,0.0128912448760185,-5529570.00000007,75716304.9999999,1,4,121,18,0,1,0,0,0,0,0,2009,5,30.72,30.64,30.33,30.11,29.878,29.4735,27.2166,877.52,872.81,866.23,8212.41,8168.12,8076.29,201.19
199.28,201.4,197.59,201.19,6399500,5.72013606297054,202.642772125941,179.762227874059,197.04,198.18,195.93,193.17,197.71,196.878,194.809,191.2025,176.6732,184.45565,197.613047522196,197.613047522196,197.613047522196,197.613047522196,197.613047522196,5.93512377797512,5.80097654090235,5.56518885759655,28.2625450487581,1333.33333333333,5.97871892119679,67.5069269282969,-4.49041372351167,95.5095862764883,0.0133312060813128,26557925,103095945,4,0,124,19,0,0,0,0,0,0,0,2009,5,31.32,30.72,30.64,30.14,30.129,29.594,27.3278,907.24,877.52,857.51,8426.74,8212.41,8025,201.7
200.19,202.7,198.82,201.7,4796700,5.93426346690858,203.941026933817,180.203973066183,201.19,197.04,198.18,192.05,199.28,198.808,195.886,192.0725,177.4032,184.25965,198.975365014798,198.975365014798,198.975365014798,198.975365014798,198.975365014798,6.08029868536909,5.8568409697957,5.44481822491108,29.4290481752579,1333.33333333333,5.64081076834441,67.9429454697994,-6.86341798215512,93.1365820178449,0.0115378228195335,2446316.99999996,83462579.9999999,5,1,125,19,0,0,0,0,0,0,0,2009,5,31.3,31.32,30.72,29.92,30.337,29.717,27.4566,903.8,907.24,855.16,8410.65,8426.74,8016.95,201.94
203.6,204.34,200.7,201.94,5260500,5.54036050033151,204.275221000663,182.113778999337,201.7,201.19,197.04,195.93,200.19,200.01,196.868,193.1945,177.984,184.0962,199.963576676532,199.963576676532,199.963576676532,199.963576676532,199.963576676532,6.14389385571627,5.91425154697981,5.31590263741744,30.7114849998454,1333.33333333333,5.11138871538621,68.1594764885864,-14.8056755089451,85.1943244910549,0.0103698373140459,1262520.00000005,118045620,6,2,126,19,0,0,0,0,0,0,0,2009,5,31.31,31.3,31.32,30.33,30.538,29.8785,27.5692,919.53,903.8,873.64,8512.28,8410.65,8185.73,198.5
202.25,202.7,196.45,198.5,5993600,4.87753871817725,203.815577436355,184.305422563646,201.94,201.7,201.19,198.18,203.6,200.074,197.464,194.0605,178.5342,183.89475,199.475717784354,199.475717784354,199.475717784354,199.475717784354,199.475717784354,5.84928729281774,5.9012586961474,5.3826238776019,30.6053536254466,1333.33333333333,3.09546068349434,61.7239766219472,-36.0271437384331,63.9728562615669,0.0139096235556129,-20617984,103809152,7,3,127,19,0,0,0,0,0,0,0,2009,5,30.57,31.31,31.3,30.64,30.636,29.9795,27.6704,907.39,919.53,872.81,8409.85,8512.28,8168.12,203.87
201.63,205.27,197.7,203.87,7722400,4.99990168323892,204.931803366478,184.932196633522,198.5,201.94,201.7,197.04,202.25,201.44,198.357,194.932,179.2364,183.68985,200.940478522903,200.940478522903,200.940478522903,200.940478522903,200.940478522903,5.98018770886227,5.91704449869037,5.53886502920177,30.882267734197,1333.33333333333,4.58089668615985,66.9672374413913,-8.22078684674108,91.7792131532589,0.0175442799034603,41469288,134601432,8,4,128,19,0,0,0,0,0,0,0,2009,5,30.59,30.57,31.31,30.72,30.684,30.037,27.7864,929.23,907.39,877.52,8574.65,8409.85,8212.41,204.19
201.6,206.21,200.8,204.19,5113400,5.21696571924139,206.113431438483,185.245568561517,203.87,198.5,201.94,201.19,201.63,202.04,199.459,195.6795,179.937,183.52055,202.023652348602,202.023652348602,202.023652348602,202.023652348602,202.023652348602,6.04012179312664,5.94165995757763,5.52966038425878,31.2724198939819,1333.33333333333,5.7048195889631,67.2550957382408,-12.2276029055691,87.7723970944309,0.0156959612774713,1636287.99999997,76445329.9999999,11,0,131,20,0,0,0,0,0,0,0,2009,5,30.7,30.59,30.57,31.32,30.74,30.1025,27.9092,909.24,929.23,907.24,8418.77,8574.65,8426.74,199.7
205.21,205.7,197.75,199.7,7574000,4.58872516982235,205.609950339645,187.255049660355,204.19,203.87,198.5,201.7,201.6,201.64,200.224,196.4325,180.6562,183.28785,201.249101565735,201.249101565735,201.249101565735,201.249101565735,201.249101565735,5.66006876178815,5.88534171841973,5.70254178538316,30.754831764319,1333.33333333333,3.98333767248111,59.4295068566467,-41.2809131261891,58.7190868738109,0.0193163226629966,-34007260.0000001,114064440,12,1,132,20,0,0,0,0,0,0,0,2009,5,30.32,30.7,30.59,31.3,30.7799999999999,30.1665,28.0402,908.35,909.24,903.8,8469.11,8418.77,8410.65,194.96
197.24,198.39,194.37,194.96,5679900,4.34576172839132,205.375023456783,187.991976543217,199.7,204.19,203.87,201.94,205.21,200.244,200.127,196.6835,181.2974,183.06865,199.152734377156,199.152734377156,199.152734377156,199.152734377156,199.152734377156,4.91968454906672,5.69221028454913,5.67593165785579,29.4119768431495,1333.33333333333,-0.495074771602102,52.4863794722144,-71.3379835129993,28.6620164870007,0.0214379692808337,-26922725.9999999,28513098.0000001,13,2,133,20,0,0,0,0,0,0,0,2009,5,29.51,30.32,30.7,31.31,30.6979999999999,30.194,28.1554,883.92,908.35,919.53,8284.89,8469.11,8512.28,193.94
194.59,196.3,192.54,193.94,5868100,4.36388030492819,205.380260609856,187.924739390144,194.96,199.7,204.19,198.5,197.24,199.332,199.703,196.6525,181.9838,182.82935,197.415156251438,197.415156251438,197.415156251438,197.415156251438,197.415156251438,4.20217914537821,5.39420405671495,5.53907939658038,27.7355991190261,1333.33333333333,-2.13946916944193,51.1027996688498,-80.4590163934427,19.5409836065573,0.0206690629407516,-5985462.00000006,-3638222.00000003,14,3,134,20,0,0,0,0,0,0,0,2009,5,29.84,29.51,30.32,30.57,30.6179999999999,30.2005,28.2646,893.07,883.92,907.39,8331.32,8284.89,8409.85,195.2
195.75,197.25,194.74,195.2,6011300,4.37554240246168,205.347584804923,187.845415195077,193.94,194.96,199.7,203.87,194.59,197.598,199.519,196.5965,182.8284,182.5974,196.676770834292,196.676770834292,196.676770834292,196.676770834292,196.676770834292,3.69265577615926,5.05389440060381,5.37985943968178,26.3747856309104,1333.33333333333,-0.933820544051971,52.7594380158677,-72.1967213114755,27.8032786885245,0.0137025445281151,7574237.99999995,-6732656.00000003,15,4,135,20,0,0,0,0,0,0,0,2009,5,29.82,29.84,29.51,30.59,30.5279999999999,30.203,28.388,882.88,893.07,929.23,8268.64,8331.32,8574.65,198.62
